pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbsmax
TOI-1416 b,TOI-1416,216.9234892,41.9529862,55.0135,1.610185,3.48,0.019
TOI-1442 b,TOI-1442,287.2921006,74.1742762,41.1659,1.17668894,,0.0071
TOI-1450 A b,TOI-1450 A,286.8540627,59.0866254,22.4467,1.11124038,1.258,
TOI-1450 A c,TOI-1450 A,286.8540627,59.0866254,22.4467,,1.527,
TOI-1452 b,TOI-1452,290.1739741,73.1951082,30.5212,1.64524719,4.82,0.061
TOI-1467 b,TOI-1467,19.1146441,49.2331382,37.4418,1.8252774999999999,9.0,0.050415999999999996
TOI-1468 b,TOI-1468,16.6538724,19.2249195,24.739899999999995,1.3786209733333334,3.125,0.02107
TOI-1468 c,TOI-1468,16.6538724,19.2249195,24.739899999999995,2.0678586633333333,5.369999999999999,0.08608
TOI-1470 b,TOI-1470,10.0891431,61.2133868,51.9503,2.24757483,7.32,0.0285
TOI-1470 c,TOI-1470,10.0891431,61.2133868,51.9503,2.47,7.24,0.106
TOI-1634 b,TOI-1634,56.39060959999999,37.1122803,35.2736,1.780277082,6.880000000000001,0.015263333333333332
TOI-1634 c,TOI-1634,56.3906096,37.1122803,35.2736,,,
TOI-1680 b,TOI-1680,292.313979,65.9738018,37.2209,1.44312296,,0.03144
TOI-1683.01,TOI-1683,65.9796504,27.8223701,51.1884,2.563024315,,0.036507593
TOI-1685 b,TOI-1685,68.5939529,43.0370395,37.6153,1.5583800875,3.28,0.011525666666666665
TOI-1693 b,TOI-1693,90.3083455,34.7730904,30.7947,1.48373672,,0.0226
TOI-1695 b,TOI-1695,21.921734599999997,72.2966148,45.1309,1.9097655366666666,5.93,0.033548
TOI-1696 b,TOI-1696,65.280648,48.8198312,64.9172,3.1671284400000004,52.7,0.0232
TOI-1718 b,TOI-1718,112.0180254,30.3217322,52.3044,4.1757849700000005,,
TOI-1728 b,TOI-1728,120.6116787,64.7971531,60.798,4.99475,26.78,0.0391
TOI-1743 b,TOI-1743,257.7473322,71.8722039,41.2758,2.567555,,0.03589
TOI-1759 b,TOI-1759,326.8516615,62.7538164,40.0654,3.102808995,10.866666666666667,0.11676666666666667
TOI-1774.01,TOI-1774,148.1619305,35.111008,53.974,2.806553856666666,8.5,
TOI-1776 b,TOI-1776,164.7772913,40.9837182,44.647,1.3097594799999999,1.4,0.0378
TOI-178 b,TOI-178,7.3020115,-30.4541159,62.699,1.176,1.23,0.02607
TOI-178 c,TOI-178,7.3020115,-30.4541159,62.69899999999999,1.6459456366666665,4.705,0.037
TOI-178 d,TOI-178,7.3020115,-30.4541159,62.69899999999999,2.6039133333333333,4.105,0.0592
TOI-178 e,TOI-178,7.3020115,-30.4541159,62.69899999999999,2.2629108866666665,3.67,0.0783
TOI-178 f,TOI-178,7.3020115,-30.4541159,62.69899999999999,2.44122555,6.675,0.1039
TOI-178 g,TOI-178,7.3020115,-30.4541159,62.69899999999999,3.1866679999999996,4.17,0.1275
TOI-1799 b,TOI-1799,167.2329152,34.3030149,62.1274,1.5640345166666665,4.0,0.071751
TOI-1801 b,TOI-1801,175.57559950000004,23.0270335,30.679600000000004,2.0095096066666667,10.869,0.075
TOI-1806.01,TOI-1806,166.1181474,30.4585763,55.5211,3.1253583000000003,,0.087735044
TOI-1807 b,TOI-1807,201.2826259,38.9223671,42.5775,1.4159639575,2.505,0.010773333333333334
TOI-1824 b,TOI-1824,197.7312286,61.7448492,59.4314,2.59920845,16.0,0.151
TOI-1846 b,TOI-1846,257.9549645,54.5278483,47.2496,1.7911002900000002,,0.03646
TOI-1860 b,TOI-1860,226.4567308,64.0476821,45.864,1.19915,,0.0204
TOI-198 b,TOI-198,2.2715087,-27.121745200000003,23.726199999999995,1.4000316866666667,3.17,0.08375
TOI-2015 b,TOI-2015,232.1326528,27.361073,47.3444,4.025243333333333,12.799999999999999,0.029711
TOI-2015 c,TOI-2015,232.1326528,27.361073,47.3444,,8.91,0.041232
TOI-2018 b,TOI-2018,229.8374423,29.2078771,27.9956,2.27207818,9.2,
TOI-206 b,TOI-206,73.7382202,-62.521874,47.7465,1.416634105,,0.0112
TOI-2068 b,TOI-2068,186.27356,60.4183455,52.9328,2.093665385,,0.0632
TOI-2076 b,TOI-2076,217.3920159,39.7903991,41.9091,2.52982435,11.4,0.0767775
TOI-2076 c,TOI-2076,217.3920159,39.7903991,41.9091,3.5787211739999996,31.1,0.120125
TOI-2076 d,TOI-2076,217.3920159,39.7903991,41.9091,3.2526175020000005,18.15,0.166225
TOI-2076 e,TOI-2076,217.3920159,39.7903991,41.9091,1.3279999999999998,4.7,0.038565
TOI-2081 b,TOI-2081,264.3022634,53.0255666,62.3446,1.99396451,,0.0752
TOI-2094 b,TOI-2094,254.1425333,70.0273157,50.0248,1.8075635449999998,,0.136
TOI-2095 b,TOI-2095,285.6365235,75.4185135,41.9176,1.2828286233333335,4.1,0.101
TOI-2095 c,TOI-2095,285.6365235,75.4185135,41.9176,1.38917487,7.4,0.1375
TOI-2096 b,TOI-2096,151.6186989,74.8272107,48.4809,1.4329897850000002,,0.025
TOI-2096 c,TOI-2096,151.6186989,74.8272107,48.4809,1.97773552,,0.04
TOI-2120 b,TOI-2120,23.507315,65.5139877,32.1755,2.378306215,6.8,0.0377
TOI-2128 b,TOI-2128,256.9817998,32.1053027,36.578,2.3589136899999996,4.5,0.127
TOI-2134 b,TOI-2134,271.9355015,39.0729269,22.6202,2.954415,9.13,0.078
TOI-2134 c,TOI-2134,271.9355015,39.0729269,22.6202,6.819210000000001,49.545,0.301
TOI-2136 b,TOI-2136,281.1763433,36.5631318,33.3631,2.162645065,8.69,0.054766666666666665
TOI-2194 b,TOI-2194,299.1563393,-31.3351812,19.5711,1.84485,,
TOI-2257 b,TOI-2257,194.7396141,77.6617157,57.7911,2.2096847950000003,,0.145
TOI-2266 b,TOI-2266,245.2800398,31.5770413,51.6004,1.758159365,,0.02
TOI-2274 b,TOI-2274,277.459311,40.5414117,48.876,2.141738445,,0.05
TOI-2285 b,TOI-2285,332.5632644,58.70609340000001,42.409,1.6960378633333333,19.5,0.1363
TOI-2322 b,TOI-2322,116.9731027,-71.0019671,59.861,1.0118399999999999,2.31,0.0924
TOI-2322 c,TOI-2322,116.9731027,-71.0019671,59.861,1.891512465,18.1,0.1362
TOI-237 b,TOI-237,353.2435381,-29.416487,38.0749,1.5787704649999998,,0.0341
TOI-2406 b,TOI-2406,8.8060544,-3.3720833,55.419000000000004,2.84087265,15.6,0.022735
TOI-2411 b,TOI-2411,20.9224567,-8.7017944,59.5362,1.7144544050000001,,0.0144
TOI-2427 b,TOI-2427,52.2917315,-31.3628665,28.5147,1.8992200000000001,,0.0202
TOI-2431 b,TOI-2431,37.7652989,8.3816255,36.0559,3.564765,6.2,0.0063
TOI-244 b,TOI-244,10.5697537,-36.7179743,22.0337,1.2737043766666667,2.68,0.06445
TOI-2443 b,TOI-2443,40.1798608,1.1996757,23.9258,2.60766309,4.8,0.105
TOI-2445 b,TOI-2445,43.3161555,0.0523366,48.582,1.32810733,,0.0064
TOI-2459 b,TOI-2459,82.1433321,-39.3730456,36.6113,2.944816835,,
TOI-260 b,TOI-260,4.7730178,-9.9661505,20.1852,1.7223347066666665,3.765,0.09265
TOI-262 b,TOI-262,32.534687,-31.0706272,43.932,2.0685727949999997,,0.163
TOI-269 b,TOI-269,75.8462827,-54.1777213,57.0225,2.85602198,8.8,0.0345
TOI-270 b,TOI-270,68.4160804,-51.95739369999999,22.4793,1.252493324,1.5133333333333334,0.03206333333333333
TOI-270 c,TOI-270,68.4160804,-51.9573937,22.4793,2.3668988825,6.175000000000001,0.04623
TOI-270 d,TOI-270,68.4160804,-51.95739369999999,22.4793,2.0952801819999998,4.49,0.0727
TOI-277 b,TOI-277,19.0766985,-20.9532772,64.6692,3.452832235,,0.0269
TOI-286 b,TOI-286,90.9842762,-60.6663348,59.2293,1.45481055,4.53,0.0503
TOI-286 c,TOI-286,90.9842762,-60.6663348,59.2293,1.862775,3.72,0.213
TOI-3884 b,TOI-3884,181.57183410000002,12.5070258,43.1448,6.063530126666667,24.545,0.035750000000000004
TOI-406 c,TOI-406,49.2626428,-42.2441492,31.0597,1.29657769,2.08,0.0322
TOI-406.01,TOI-406,49.2626428,-42.2441492,31.059700000000003,2.000158196666667,6.57,0.0832087675
TOI-411 b,HD 22946,54.819538,-42.76302760000001,62.7792,1.4532948899999998,13.71,0.055035
TOI-411 c,HD 22946,54.819538,-42.76302760000001,62.7792,2.280819543333333,9.72,0.0978
TOI-431 b,TOI-431,83.2692502,-26.7238698,32.5686,1.37707647,3.07,0.0113
TOI-431 c,TOI-431,83.2692502,-26.7238698,32.5686,,2.83,0.052
TOI-431 d,TOI-431,83.2692502,-26.7238698,32.5686,3.2854745899999998,9.9,0.098
TOI-4336 A b,TOI-4336 A,206.1070129,-40.3373505,22.5455,2.10208009,3.33,0.08605
TOI-4336 A c,TOI-4336 A,206.1070129,-40.3373505,22.5455,1.251,1.55,0.05092
TOI-4342 b,TOI-4342,324.3894196,-77.9791468,61.5204,2.2890469533333335,7.3,0.052205
TOI-4342 c,TOI-4342,324.3894196,-77.9791468,61.5204,2.4094081733333335,4.8,0.0809
TOI-4364 b,TOI-4364,80.066927,-4.2392481,43.9662,2.051853505,,0.04753
TOI-4438 b,TOI-4438,270.3172389,35.5948992,30.0346,2.47162148,5.4,0.052250000000000005
TOI-444 b,TOI-444,64.1839982,-26.7664071,57.3973,3.03350987,,0.133
TOI-4443.01,TOI-4443,274.2686643,21.9095459,56.0739,1.71932649,,0.029962645
TOI-4527.01,TOI-4527,19.4722574,5.4711996,18.1037,0.90866172,,0.008332353
TOI-4529 b,TOI-4529,16.9688462,12.8809549,28.384,1.8506991633333332,4.9,
TOI-4552 b,TOI-4552,264.7142556,-47.6370457,27.2684,1.19505619,1.83,0.0056255
TOI-4559 b,TOI-4559,211.0135378,-30.0141252,31.6354,1.4574967349999999,,0.0359
TOI-4602.01,TOI-4602,60.6003316,31.3298354,63.0637,2.4568395,,0.05099712
TOI-480 b,TOI-480,88.3784618,-16.2653974,54.5306,2.834105815,20.8,0.077
TOI-500 b,TOI-500,106.559098,-47.5878156,47.3924,1.2283924766666665,1.42,0.012345
TOI-500 c,TOI-500,106.559098,-47.5878156,47.3924,,5.03,
TOI-500 d,TOI-500,106.559098,-47.5878156,47.3924,,33.12,
TOI-500 e,TOI-500,106.559098,-47.5878156,47.3924,,15.05,
TOI-5082.01,TOI-5082,106.569578,22.6831477,43.1406,2.59556,,0.051204842
TOI-5159 b,TOI-5159,142.7859562,20.0193431,55.1788,1.58037802,,
TOI-521 b,TOI-521,123.3442567,12.2221079,60.9425,1.97265162,5.3,0.0195
TOI-5319 b,TOI-5319,35.2135563,23.5204408,61.171,3.288405,,0.0506
TOI-5388.01,TOI-5388,152.1765169,35.5475571,18.5226,1.59284,2.2,0.024335855
TOI-540 b,TOI-540,76.3096949,-47.9375391,14.0022,0.93423532,,0.01223
TOI-544 b,TOI-544,82.2900716,-0.34289830000000004,41.1166,2.069391356666667,2.89,0.0238
TOI-544 c,TOI-544,82.2900716,-0.3428983,41.1166,,21.5,
TOI-5489 b,TOI-5489,128.691294,11.4895882,45.0907,1.43122869,,
TOI-5489 c,TOI-5489,128.691294,11.4895882,45.0907,1.27919483,,
TOI-5713 b,TOI-5713,208.4587323,52.6027628,40.8668,1.81527365,,0.06008
TOI-5716 b,TOI-5716,201.9007989,73.1774325,39.4122,0.988837165,,
TOI-5720 b,TOI-5720,170.3135774,25.2732942,35.8256,1.24160952,4.3,0.018288
TOI-5728 b,TOI-5728,260.3509363,67.5504212,54.7045,1.21848035,,
TOI-5734 b,TOI-5734,111.2558179,37.2311218,32.5102,2.422533383333333,9.1,0.059954999999999994
TOI-5789 b,TOI-5789,302.7734475,16.1897138,20.4581,,2.12,0.03608
TOI-5789 c,TOI-5789,302.7734475,16.1897138,20.4581,2.6985200000000003,5.0,0.1009
TOI-5789 d,TOI-5789,302.7734475,16.1897138,20.4581,,4.29,0.1756
TOI-5789 e,TOI-5789,302.7734475,16.1897138,20.4581,,11.61,0.2901
TOI-5799 b,TOI-5799,301.630179,15.9891418,27.8123,1.80103482,,0.034967
TOI-5799 c,TOI-5799,301.630179,15.9891418,27.8123,1.76,,0.0782
TOI-5800 b,TOI-5800,305.0655462,-7.4119237,42.9052,2.6577005566666667,10.15,0.03445
TOI-6002 b,TOI-6002,299.6142524,32.2871702,32.0266,1.5994741000000001,,0.05722
TOI-6008 b,TOI-6008,310.4487344,49.6468992,23.1008,1.13827392,4.0,0.010777
TOI-6086 b,TOI-6086,265.3704236,30.3037755,31.4566,1.072530935,,0.01541
TOI-620 b,TOI-620,142.1734459,-12.1671652,33.0231,3.405169045,,0.04825
TOI-6255 b,TOI-6255,331.5031606,39.2988284,20.3167,1.02036928,1.44,
TOI-6281 b,TOI-6281,172.3785238,-40.6094246,57.7451,2.34900537,,
TOI-6324 b,TOI-6324,330.844543,67.4986773,20.5488,1.0485933333333335,1.17,
TOI-6478 b,TOI-6478,149.9918059,-16.1597935,38.6057,4.56755,,0.1136
TOI-654.01,TOI-654,164.7245509,-5.547544599999999,57.7553,2.4531972766666663,8.71,0.020230073
TOI-663 b,TOI-663,160.0658525,-8.5110827,64.2308,2.3506427,4.45,0.0295
TOI-663 c,TOI-663,160.0658525,-8.5110827,64.2308,2.4613187549999997,3.65,0.0437
TOI-663 d,TOI-663,160.0658525,-8.5110827,64.2308,1.9547622,5.2,0.0576
TOI-6716 b,TOI-6716,111.657082,-30.5521801,18.8873,0.9961213,,0.0319
TOI-674 b,TOI-674,164.5865592,-36.8581092,46.08509999999999,5.260300135,23.6,0.025
TOI-700 b,TOI-700,97.0957165,-65.5786149,31.1265,0.9806822074999999,,0.06636666666666667
TOI-700 c,TOI-700,97.0957165,-65.5786149,31.1265,2.6167302924999998,,0.09276666666666666
TOI-700 d,TOI-700,97.0957165,-65.5786149,31.1265,1.1841642774999999,,0.1632
TOI-700 e,TOI-700,97.0957165,-65.5786149,31.1265,0.95109289,,0.134
TOI-712 b,TOI-712,92.9361063,-65.8258386,58.6212,2.129318895,,0.07928
TOI-712 c,TOI-712,92.9361063,-65.8258386,58.6212,2.5781549999999998,,0.2447
TOI-712 d,TOI-712,92.9361063,-65.8258386,58.6212,2.256285,,0.3405
TOI-715 b,TOI-715,113.8523276,-73.5774089,42.4048,1.63226541,,0.083
TOI-7166 b,TOI-7166,320.6806363,8.8893975,35.4153,2.166818313333333,,0.056105
TOI-757 b,TOI-757,187.9948428,-35.5544523,60.3418,2.33942,10.5,0.122
TOI-771 b,TOI-771,164.1138903,-72.9851736,25.2788,1.3926956233333332,2.47,0.020749999999999998
TOI-771 c,TOI-771,164.1138903,-72.9851736,25.2788,,2.87,0.046
TOI-776 b,TOI-776,178.577997,-37.5533568,27.1701,1.8055771533333334,4.5,0.06525
TOI-776 c,TOI-776,178.577997,-37.5533568,27.1701,2.0556647433333333,6.1,0.10005
TOI-782 b,TOI-782,183.9203614,-18.9103377,52.5122,2.663332625,19.1,0.0578
TOI-784 b,HD 307842,159.3412205,-63.6556923,64.5997,1.886515,9.67,0.038
TOI-815 b,TOI-815,155.8719377,-43.8349248,59.7117,2.7819849999999997,7.6,0.0903
TOI-815 c,TOI-815,155.8719377,-43.8349248,59.7117,2.4019000000000004,23.5,0.193
TOI-824 b,TOI-824,222.1654705,-57.5888666,63.9262,2.939952835,18.467,0.02177
TOI-833 b,TOI-833,145.645472,-62.4758857,41.7148,1.3295154949999999,,0.0171
TOI-836 b,TOI-836,225.0798831,-24.4542022,27.5024,1.6982849999999998,4.53,0.0422
TOI-836.01,TOI-836,225.0798831,-24.4542022,27.502400000000005,2.65244,9.6,0.075
TOI-880 c,TOI-880,94.1644734,-13.987337,60.6679,4.99725,,0.0635
TOI-880.02,TOI-880,94.1644734,-13.987337000000002,60.6679,2.5819485833333333,,0.034545477500000005
TOI-904 b,TOI-904,89.3712733,-83.1297264,46.0891,2.3678065000000004,,0.056
TOI-904 c,TOI-904,89.3712733,-83.1297264,46.0891,2.25391705,,0.312
TOI-912 b,TOI-912,229.3285665,-80.4733446,26.1072,2.091243385,5.1,0.041
TYC 2187-512-1 b,TYC 2187-512-1,320.5266829,22.9319351,15.4744,,104.88337431,1.22
Teegarden's Star b,Teegarden's Star,43.2691449,16.8649024,3.83078,,1.105,0.02555
Teegarden's Star c,Teegarden's Star,43.2691449,16.8649024,3.83078,,1.08,0.044899999999999995
Teegarden's Star d,Teegarden's Star,43.2691449,16.8649024,3.83078,,0.82,0.0791
UCAC3 113-933 b,UCAC3 113-933,5.2758121,-33.8031679,52.5829,,6674.396547,6100.0
UCAC4 328-061594 b,UCAC4 328-061594,152.6991091,-24.4532674,39.9089,,6674.396547,19000.0
WASP-107 b,WASP-107,188.38642770000004,-10.1462141,64.7414,10.982601599999999,34.285416178333335,0.05536666666666667
WASP-107 c,WASP-107,188.3864277,-10.1462141,64.7414,,113.74664748333333,
WASP-69 b,WASP-69,315.0259661,-5.094857,49.9605,11.454451046666668,83.8952,0.0452675
WASP-80 b,WASP-80,303.1667996,-2.1444369,49.7876,11.006919963333333,174.42224000000002,0.034412
WD 0806-661 b,WD 0806-661,121.7275683,-66.3058835,19.2444,,2463.113628,2500.0
WD 1856+534 b,WD 1856+534,284.415675,53.50902440000001,24.7359,10.501847869999999,3019.3808582,0.020625
Wolf 1061 b,Wolf 1061,247.5748276,-12.6676866,4.30592,,1.635,0.036504499999999995
Wolf 1061 c,Wolf 1061,247.5748276,-12.6676866,4.30592,,3.83,0.08663499999999999
Wolf 1061 d,Wolf 1061,247.5748276,-12.6676866,4.30592,,6.455,0.33694999999999997
Wolf 1069 b,Wolf 1069,306.5242477,58.5753044,9.58341,,1.26,0.0672
Wolf 327 b,Wolf 327,148.3783199,35.570548,28.5321,1.3684765300000001,2.53,0.01
Wolf 503 b,Wolf 503,206.8461979,-6.1393369,44.526,1.968380075,6.265,0.05709333333333333
YZ Cet b,YZ Cet,18.1330792,-16.9962434,3.71207,,0.7000000000000001,0.015836666666666666
YZ Cet c,YZ Cet,18.1330792,-16.9962434,3.71207,,0.8999999999999999,0.016886666666666664
YZ Cet d,YZ Cet,18.1330792,-16.9962434,3.71207,,1.1466666666666667,0.02791666666666667
alf Ari b,alf Ari,31.793286,23.462421,20.21019,,572.07,1.2
alf Tau b,alf Tau,68.980174,16.509201,20.4332,,2056.3601,1.46
bet Pic b,bet Pic,86.8212337,-51.066148,19.7442,17.647425,3479.179292671429,9.20225
bet Pic c,bet Pic,86.8212337,-51.066148,19.7442,,2896.37505199,2.7000000000000006
bet UMi b,bet UMi,222.676495,74.155548,38.77472,,1938.7,1.4
eps Eri b,eps Eri,53.2284306,-9.4581715,3.2026,,313.9213235966667,3.442
eps Ind A b,eps Ind A,330.8714021,-56.7969023,3.63857,,1519.222374085,19.975
eps Tau b,eps Tau,67.1546573,19.1802782,47.52852,,2322.4963115825,1.9026666666666667
gam Cep b,gam Cep,354.8358233,77.6331009,14.1024,,1344.40799264,2.074666666666667
gam Lib b,gam Lib,233.8818636,-14.789502,47.4017,,341.03069314000004,1.2795
gam Lib c,gam Lib,233.8818636,-14.789502,47.4017,,1559.11089851,2.2439999999999998
gam Psc b,gam Psc,349.2946794,3.2823664,41.3107,,425.89006538,1.32
gam1 Leo b,gam1 Leo,154.993208,19.841389,39.8883,,2790.43,1.19
iot Dra b,iot Dra,231.2323227,58.9661403,31.32832,,3038.38472791,1.3245
iot Dra c,iot Dra,231.2323227,58.9661403,31.32832,,4958.1231492,19.4
kap And b,kap And,355.1025974,44.3338511,50.0177,,4197.73,58.0
kap CrB b,kap CrB,237.8080012,35.6558818,30.065099999999997,,592.6946845372727,2.700909090909091
mu Leo b,mu Leo,148.1898673,26.0067142,32.6081,,762.8,1.1
nu Oct A b,nu Oct A,325.3702792,-77.3910853,21.1999,,709.8167756333334,1.2553333333333334
nu Oph b,nu Oph,269.7566013,-9.7741342,46.2107,,7178.07316468,1.8183333333333334
nu Oph c,nu Oph,269.7566013,-9.7741342,46.2107,,7983.34730235,5.953333333333333
omi UMa b,omi UMa,127.5649503,60.7177048,54.9149,,1231.7472569800002,3.7954999999999997
pi Men c,HD 39091,84.2992798,-80.4646041,18.2702,2.045738,4.161018746666667,0.068582
pi Men d,HD 39091,84.2992798,-80.4646041,18.2702,,14.64,0.506
psi1 Dra B b,psi1 Dra B,265.4925754,72.1557114,22.7188,,486.2799,4.43
rho CrB b,rho CrB,240.2600639,33.3001861,17.4671,,351.00651250833334,0.22694
rho CrB c,rho CrB,240.26006390000003,33.3001861,17.4671,,28.053962804,0.4244
rho CrB e,rho CrB,240.2600639,33.3001861,17.4671,,3.75,0.1061
tau Boo b,tau Boo,206.81345930000003,17.4571647,15.6521,,1434.64355002,0.0479975
tau Cet f,tau Cet,26.0093029,-15.9337987,3.60304,,3.93,1.334
tau Cet g,tau Cet,26.0093029,-15.9337987,3.60304,,1.75,0.133
tau Cet h,tau Cet,26.0093029,-15.9337987,3.60304,,1.83,0.243
ups And b,ups And,24.1983534,41.4038147,13.4054,,220.927866945,0.0591202075
ups And c,ups And,24.1983534,41.4038147,13.4054,,1186.4246499442856,0.8307534285714285
ups And d,ups And,24.1983534,41.4038147,13.4054,,1582.2079343500002,2.53647
ups Leo b,ups Leo,174.2372188,-0.8235643,52.5973,,162.09248757,1.18
xi Aql b,xi Aql,298.5624491,8.4611051,56.1858,,716.3016459966666,0.6283333333333333
